home_team,away_team,home_score,away_score,year,winner
Cameroon,Mali,2,0,2006,Cameroon
Nigeria,Cameroon,5,0,2006,Nigeria
Ghana,South Africa,1,0,2006,Ghana
Cameroon,South Africa,2,24,2006,South Africa
Chile,Ecuador,1,2,2006,Ecuador
Argentina,Uruguay,2,1,2006,Argentina
Nigeria,Ghana,1,0,2006,Nigeria
Bolivia,Venezuela,1,1,2006,draw
Paraguay,Brazil,1,4,2006,Brazil
Colombia,Uruguay,1,0,2006,Colombia
Argentina,Chile,8,0,2006,Argentina
Peru,Brazil,0,2,2006,Brazil
Bolivia,Paraguay,1,5,2006,Paraguay
Argentina,Ecuador,1,0,2006,Argentina
Colombia,Chile,1,3,2006,Chile
Venezuela,Paraguay,1,3,2006,Paraguay
Peru,Bolivia,2,1,2006,Peru
Uruguay,Chile,2,1,2006,Uruguay
Ecuador,Colombia,2,2,2006,draw
Brazil,Bolivia,6,1,2006,Brazil
Venezuela,Peru,2,0,2006,Venezuela
Argentina,Colombia,6,0,2006,Argentina
Uruguay,Ecuador,1,0,2006,Uruguay
Croatia,Georgia,6,0,2006,Croatia
Turkey,Northern Ireland,1,0,2006,Turkey
Israel,Latvia,3,0,2006,Israel
Bosnia and Herzegovina,Armenia,1,1,2006,draw
Luxembourg,Slovakia,0,4,2006,Slovakia
Malta,Lithuania,0,0,2006,draw
Romania,Azerbaijan,4,1,2006,Romania
Estonia,Bulgaria,0,5,2006,Bulgaria
Wales,Faroe Islands,2,1,2006,Wales
Macedonia,Kazakhstan,0,1,2006,Kazakhstan
Paraguay,Peru,2,1,2006,Paraguay
Brazil,Venezuela,6,0,2006,Brazil
Jamaica,Panama,2,0,2006,Jamaica
Mexico,Trinidad and Tobago,3,0,2006,Mexico
Turkey,Croatia,1,2,2006,Croatia
Georgia,Northern Ireland,0,4,2006,Northern Ireland
Israel,Armenia,1,0,2006,Israel
Bosnia and Herzegovina,Latvia,4,1,2006,Bosnia and Herzegovina
Slovakia,Lithuania,3,0,2006,Slovakia
Luxembourg,Malta,4,2,2006,Luxembourg
Azerbaijan,Estonia,3,2,2006,Azerbaijan
Romania,Bulgaria,1,0,2006,Romania
Macedonia,Wales,0,6,2006,Wales
Faroe Islands,Kazakhstan,0,1,2006,Kazakhstan
Argentina,Paraguay,0,0,2006,draw
Brazil,Uruguay,6,0,2006,Brazil
Canada,Jamaica,4,0,2006,Canada
United States,Mexico,2,0,2006,United States
Northern Ireland,Croatia,5,1,2006,Northern Ireland
Turkey,Georgia,9,0,2006,Turkey
Bosnia and Herzegovina,Israel,2,5,2006,Israel
Armenia,Latvia,1,0,2006,Armenia
Malta,Slovakia,0,8,2006,Slovakia
Luxembourg,Lithuania,1,1,2006,draw
Romania,Estonia,5,0,2006,Romania
Bulgaria,Azerbaijan,3,0,2006,Bulgaria
Kazakhstan,Wales,1,2,2006,Wales
Macedonia,Faroe Islands,0,7,2006,Faroe Islands
Argentina,Uruguay,2,0,2006,Argentina
Brazil,Paraguay,6,0,2006,Brazil
Uruguay,Paraguay,3,2,2006,Uruguay
Argentina,Brazil,2,0,2006,Argentina
Jamaica,Mexico,0,3,2006,Mexico
United States,Canada,2,1,2006,United States
China PR,England,2,0,2007,China PR
United States,Germany,0,0,2007,draw
China PR,Germany,0,0,2007,draw
United States,England,1,1,2007,draw
China PR,United States,0,2,2007,United States
England,Germany,0,0,2007,draw
France,Denmark,0,4,2007,Denmark
Germany,Norway,1,2,2007,Norway
Sweden,Finland,3,0,2007,Sweden
United States,China PR,2,1,2007,United States
Portugal,Republic of Ireland,1,1,2007,draw
Italy,Iceland,2,1,2007,Italy
France,Germany,1,0,2007,France
Norway,Denmark,0,1,2007,Denmark
Sweden,China PR,1,0,2007,Sweden
United States,Finland,1,0,2007,United States
Portugal,Italy,0,1,2007,Italy
Iceland,Republic of Ireland,1,1,2007,draw
France,Norway,1,0,2007,France
Germany,Denmark,3,0,2007,Germany
Sweden,United States,2,3,2007,United States
China PR,Finland,0,2,2007,Finland
Portugal,Iceland,1,5,2007,Iceland
Italy,Republic of Ireland,4,1,2007,Italy
Portugal,Republic of Ireland,0,0,2007,draw
Iceland,China PR,4,1,2007,Iceland
Italy,Germany,1,0,2007,Italy
Norway,Finland,2,0,2007,Norway
Sweden,France,3,1,2007,Sweden
United States,Denmark,2,0,2007,United States
Republic of Ireland,Hungary,2,1,2007,Republic of Ireland
New Zealand,Tonga,6,1,2007,New Zealand
Papua New Guinea,Solomon Islands,6,1,2007,Papua New Guinea
France,Greece,6,0,2007,France
New Zealand,Solomon Islands,8,0,2007,New Zealand
Papua New Guinea,Tonga,1,0,2007,Papua New Guinea
Germany,Netherlands,5,1,2007,Germany
Papua New Guinea,New Zealand,0,7,2007,New Zealand
Tonga,Solomon Islands,0,0,2007,draw
Slovakia,Portugal,2,1,2007,Slovakia
Italy,Sweden,0,2,2007,Sweden
Hungary,Romania,3,3,2007,draw
Slovenia,Serbia,0,5,2007,Serbia
Switzerland,Belgium,1,0,2007,Switzerland
Austria,Poland,0,1,2007,Poland
Scotland,Portugal,0,0,2007,draw
Switzerland,Netherlands,2,2,2007,draw
Slovakia,Ukraine,0,4,2007,Ukraine
Wales,Germany,0,6,2007,Germany
Israel,Poland,2,2,2007,draw
England,Northern Ireland,4,0,2007,England
Northern Ireland,Czech Republic,1,3,2007,Czech Republic
Belarus,Spain,0,3,2007,Spain
Republic of Ireland,Italy,1,2,2007,Italy
France,Slovenia,6,0,2007,France
Ukraine,Scotland,2,1,2007,Ukraine
Israel,Russia,0,6,2007,Russia
Greece,Iceland,0,3,2007,Iceland
Romania,Sweden,0,7,2007,Sweden
Iceland,France,1,0,2007,Iceland
Russia,Poland,3,1,2007,Russia
Israel,Norway,0,3,2007,Norway
Sweden,Hungary,7,0,2007,Sweden
Ukraine,Slovakia,5,0,2007,Ukraine
Iceland,Serbia,5,0,2007,Iceland
Poland,Israel,4,1,2007,Poland
Norway,Austria,3,0,2007,Norway
Belarus,Northern Ireland,5,0,2007,Belarus
Germany,Switzerland,7,0,2007,Germany
Austria,Russia,1,5,2007,Russia
Romania,Republic of Ireland,0,2,2007,Republic of Ireland
Serbia,Greece,1,2,2007,Greece
Belarus,Czech Republic,1,4,2007,Czech Republic
Slovenia,Iceland,2,1,2007,Slovenia
Netherlands,Wales,2,1,2007,Netherlands
Austria,Israel,5,0,2007,Austria
Germany,Argentina,11,0,2007,Germany
Japan,England,2,2,2007,draw
United States,North Korea,2,2,2007,draw
Nigeria,Sweden,1,1,2007,draw
Ghana,Australia,1,4,2007,Australia
Norway,Canada,2,1,2007,Norway
New Zealand,Brazil,0,5,2007,Brazil
China PR,Denmark,3,2,2007,China PR
Argentina,Japan,0,1,2007,Japan
England,Germany,0,0,2007,draw
Sweden,United States,0,2,2007,United States
North Korea,Nigeria,2,0,2007,North Korea
Canada,Ghana,4,0,2007,Canada
Australia,Norway,1,1,2007,draw
Denmark,New Zealand,2,0,2007,Denmark
China PR,Brazil,0,4,2007,Brazil
Germany,Japan,2,0,2007,Germany
England,Argentina,6,1,2007,England
Nigeria,United States,0,1,2007,United States
North Korea,Sweden,1,2,2007,Sweden
Norway,Ghana,7,2,2007,Norway
Australia,Canada,2,2,2007,draw
China PR,New Zealand,2,0,2007,China PR
Brazil,Denmark,1,0,2007,Brazil
Germany,North Korea,3,0,2007,Germany
United States,England,3,0,2007,United States
China PR,Norway,0,1,2007,Norway
Brazil,Australia,3,2,2007,Brazil
Germany,Norway,3,0,2007,Germany
United States,Brazil,0,4,2007,Brazil
Norway,United States,1,4,2007,United States
Germany,Brazil,2,0,2007,Germany
India,Iran,3,1,2007,India
Hong Kong,Philippines,2,3,2007,Philippines
Singapore,Malaysia,0,2,2007,Malaysia
Hong Kong,Philippines,1,1,2007,draw
England,Belarus,4,0,2007,England
Czech Republic,Spain,2,2,2007,draw
Hungary,Italy,1,3,2007,Italy
Republic of Ireland,Romania,2,1,2007,Republic of Ireland
Serbia,France,0,8,2007,France
Slovakia,Scotland,0,3,2007,Scotland
Denmark,Portugal,5,1,2007,Denmark
Norway,Russia,3,0,2007,Norway
Iran,India,4,1,2007,Iran
Malaysia,Singapore,0,1,2007,Singapore
Wales,Switzerland,0,2,2007,Switzerland
Germany,Belgium,3,0,2007,Germany
Italy,Romania,5,0,2007,Italy
Slovenia,France,0,2,2007,France
Belgium,Wales,1,0,2007,Belgium
Scotland,Denmark,0,1,2007,Denmark
Netherlands,Germany,0,1,2007,Germany
England,Spain,1,0,2007,England
China PR,Finland,2,0,2008,China PR
United States,Canada,4,0,2008,United States
China PR,Canada,0,0,2008,draw
United States,Finland,4,1,2008,United States
Canada,Finland,1,1,2008,draw
China PR,United States,0,1,2008,United States
Spain,Northern Ireland,4,0,2008,Spain
Italy,Republic of Ireland,4,1,2008,Italy
Portugal,Slovakia,0,1,2008,Slovakia
Wales,Belgium,0,1,2008,Belgium
Wales,Netherlands,0,1,2008,Netherlands
Portugal,Ukraine,0,1,2008,Ukraine
Germany,Denmark,0,1,2008,Denmark
Finland,Sweden,1,3,2008,Sweden
China PR,United States,0,4,2008,United States
Norway,Italy,4,2,2008,Norway
Iceland,Poland,2,0,2008,Iceland
Portugal,Republic of Ireland,2,0,2008,Portugal
Northern Ireland,England,0,2,2008,England
Germany,Finland,3,0,2008,Germany
Denmark,Sweden,1,0,2008,Denmark
United States,Italy,2,0,2008,United States
Norway,China PR,3,1,2008,Norway
Portugal,Poland,3,1,2008,Portugal
Republic of Ireland,Iceland,1,4,2008,Iceland
Denmark,Finland,1,0,2008,Denmark
Sweden,Germany,0,2,2008,Germany
China PR,Italy,0,2,2008,Italy
United States,Norway,4,0,2008,United States
Portugal,Iceland,0,3,2008,Iceland
Poland,Republic of Ireland,0,1,2008,Republic of Ireland
Republic of Ireland,Poland,2,2,2008,draw
Portugal,China PR,1,1,2008,draw
Finland,Iceland,0,3,2008,Iceland
Sweden,Italy,3,0,2008,Sweden
Germany,Norway,0,2,2008,Norway
Denmark,United States,1,2,2008,United States
England,Czech Republic,0,0,2008,draw
Myanmar,Taiwan,0,3,2008,Taiwan
Vietnam,Iran,4,1,2008,Vietnam
Thailand,Malaysia,11,0,2008,Thailand
South Korea,Philippines,4,0,2008,South Korea
Vietnam,Taiwan,3,1,2008,Vietnam
Iran,Myanmar,1,2,2008,Myanmar
Malaysia,South Korea,0,13,2008,South Korea
Thailand,Philippines,9,0,2008,Thailand
Vietnam,Myanmar,1,0,2008,Vietnam
Taiwan,Iran,2,3,2008,Iran
Thailand,South Korea,0,4,2008,South Korea
Malaysia,Philippines,0,0,2008,draw
Hungary,Republic of Ireland,0,2,2008,Republic of Ireland
Greece,France,0,5,2008,France
Belgium,Netherlands,2,2,2008,draw
Slovakia,Denmark,1,4,2008,Denmark
Czech Republic,Northern Ireland,4,0,2008,Czech Republic
Belgium,Switzerland,3,1,2008,Belgium
Denmark,Scotland,2,1,2008,Denmark
Spain,Belarus,6,1,2008,Spain
Hungary,Sweden,0,6,2008,Sweden
Serbia,Slovenia,0,3,2008,Slovenia
Portugal,Scotland,1,4,2008,Scotland
Norway,Israel,7,0,2008,Norway
Sweden,Italy,1,0,2008,Sweden
Belgium,Germany,0,5,2008,Germany
Norway,Poland,3,0,2008,Norway
Belarus,England,1,6,2008,England
Spain,Czech Republic,4,1,2008,Spain
France,Serbia,2,0,2008,France
Switzerland,Wales,2,0,2008,Switzerland
Portugal,Denmark,0,4,2008,Denmark
Romania,Italy,1,6,2008,Italy
Northern Ireland,Spain,0,3,2008,Spain
Romania,Hungary,3,1,2008,Romania
Serbia,Iceland,0,4,2008,Iceland
Slovenia,Greece,3,1,2008,Slovenia
Denmark,Slovakia,6,1,2008,Denmark
Scotland,Ukraine,0,1,2008,Ukraine
Poland,Austria,2,4,2008,Austria
North Korea,Thailand,5,0,2008,North Korea
Vietnam,China PR,0,1,2008,China PR
Germany,Wales,4,0,2008,Germany
Russia,Israel,4,0,2008,Russia
Australia,Taiwan,4,0,2008,Australia
Japan,South Korea,1,3,2008,South Korea
Vietnam,North Korea,0,3,2008,North Korea
Thailand,China PR,1,5,2008,China PR
Taiwan,Japan,0,11,2008,Japan
South Korea,Australia,0,2,2008,Australia
China PR,North Korea,0,1,2008,North Korea
Vietnam,Thailand,1,0,2008,Vietnam
Australia,Japan,1,3,2008,Japan
South Korea,Taiwan,2,0,2008,South Korea
North Korea,Australia,3,0,2008,North Korea
Japan,China PR,1,3,2008,China PR
Australia,Japan,0,3,2008,Japan
North Korea,China PR,2,1,2008,North Korea
Iceland,Slovenia,5,0,2008,Iceland
Austria,Norway,0,4,2008,Norway
Ukraine,Denmark,1,0,2008,Ukraine
Republic of Ireland,Sweden,0,5,2008,Sweden
Israel,Austria,0,2,2008,Austria
Poland,Norway,0,3,2008,Norway
Czech Republic,Belarus,3,1,2008,Czech Republic
Iceland,Greece,7,0,2008,Iceland
Northern Ireland,Belarus,1,1,2008,draw
Argentina,Canada,1,2,2008,Canada
China PR,Sweden,2,1,2008,China PR
Germany,Brazil,0,0,2008,draw
North Korea,Nigeria,1,0,2008,North Korea
Japan,New Zealand,2,2,2008,draw
Norway,United States,2,0,2008,Norway
Sweden,Argentina,1,0,2008,Sweden
China PR,Canada,1,1,2008,draw
Nigeria,Germany,0,1,2008,Germany
Brazil,North Korea,2,1,2008,Brazil
United States,Japan,1,0,2008,United States
New Zealand,Norway,0,1,2008,Norway
China PR,Argentina,2,0,2008,China PR
Sweden,Canada,2,1,2008,Sweden
North Korea,Germany,0,1,2008,Germany
Nigeria,Brazil,1,3,2008,Brazil
Norway,Japan,1,5,2008,Japan
United States,New Zealand,4,0,2008,United States
United States,Canada,2,1,2008,United States
Brazil,Norway,2,1,2008,Brazil
Sweden,Germany,0,2,2008,Germany
China PR,Japan,0,2,2008,Japan
Brazil,Germany,4,1,2008,Brazil
United States,Japan,4,2,2008,United States
Germany,Japan,2,0,2008,Germany
Brazil,United States,0,1,2008,United States
Russia,Austria,3,1,2008,Russia
Netherlands,Switzerland,1,1,2008,draw
Sweden,Romania,2,0,2008,Sweden
Greece,Serbia,0,5,2008,Serbia
France,Iceland,2,1,2008,France
Netherlands,Belgium,3,0,2008,Netherlands
Ukraine,Portugal,1,1,2008,draw
Poland,Russia,1,4,2008,Russia
Czech Republic,England,1,5,2008,England
Scotland,Slovakia,6,0,2008,Scotland
Sweden,Republic of Ireland,1,0,2008,Sweden
Switzerland,Germany,0,3,2008,Germany
Denmark,Ukraine,1,0,2008,Denmark
Spain,England,2,2,2008,draw
Italy,Hungary,3,0,2008,Italy
Greece,Slovenia,4,6,2008,Slovenia
Russia,Norway,0,0,2008,draw
Czech Republic,Italy,0,1,2008,Italy
Spain,Netherlands,0,2,2008,Netherlands
Republic of Ireland,Iceland,1,1,2008,draw
Scotland,Russia,2,3,2008,Russia
Slovenia,Ukraine,0,3,2008,Ukraine
Italy,Czech Republic,2,1,2008,Italy
Iceland,Republic of Ireland,3,0,2008,Iceland
Russia,Scotland,1,2,2008,Scotland
Netherlands,Spain,2,0,2008,Netherlands
Ukraine,Slovenia,2,0,2008,Ukraine
Equatorial Guinea,Cameroon,1,0,2008,Equatorial Guinea
Mali,Congo,0,1,2008,Congo
Nigeria,Ghana,1,1,2008,draw
South Africa,Tunisia,2,1,2008,South Africa
Cameroon,Mali,2,1,2008,Cameroon
Equatorial Guinea,Congo,5,2,2008,Equatorial Guinea
Ghana,South Africa,0,1,2008,South Africa
Tunisia,Nigeria,0,0,2008,draw
Equatorial Guinea,Mali,2,1,2008,Equatorial Guinea
Cameroon,Congo,1,0,2008,Cameroon
Nigeria,South Africa,1,0,2008,Nigeria
Ghana,Tunisia,3,2,2008,Ghana
Equatorial Guinea,Nigeria,1,0,2008,Equatorial Guinea
South Africa,Cameroon,3,0,2008,South Africa
Nigeria,Cameroon,1,1,2008,draw
Equatorial Guinea,South Africa,2,1,2008,Equatorial Guinea
South Korea,Finland,4,0,2009,South Korea
China PR,New Zealand,6,0,2009,China PR
China PR,Finland,1,0,2009,China PR
South Korea,New Zealand,4,3,2009,South Korea
China PR,South Korea,1,0,2009,China PR
New Zealand,Finland,0,2,2009,Finland
Germany,Finland,2,0,2009,Germany
China PR,Sweden,0,0,2009,draw
United States,Denmark,2,0,2009,United States
Norway,Iceland,1,3,2009,Iceland
Wales,Austria,1,2,2009,Austria
Portugal,Poland,2,1,2009,Portugal
Sweden,Finland,1,0,2009,Sweden
Germany,China PR,3,0,2009,Germany
United States,Iceland,1,0,2009,United States
Denmark,Norway,2,0,2009,Denmark
Austria,Poland,1,1,2009,draw
Portugal,Wales,2,1,2009,Portugal
Finland,China PR,0,1,2009,China PR
Sweden,Germany,3,2,2009,Sweden
Norway,United States,0,1,2009,United States
Iceland,Denmark,0,2,2009,Denmark
Portugal,Austria,1,0,2009,Portugal
Poland,Wales,1,5,2009,Wales
Wales,Poland,1,2,2009,Poland
Austria,Norway,0,2,2009,Norway
Portugal,Finland,1,1,2009,draw
China PR,Iceland,2,1,2009,China PR
Germany,Denmark,0,1,2009,Denmark
United States,Sweden,1,1,2009,draw
Kyrgyzstan,Jordan,1,7,2009,Jordan
Palestine,Maldives,4,0,2009,Palestine
Maldives,Uzbekistan,0,5,2009,Uzbekistan
Palestine,Kyrgyzstan,1,4,2009,Kyrgyzstan
Uzbekistan,Palestine,5,0,2009,Uzbekistan
Jordan,Maldives,9,0,2009,Jordan
Jordan,Palestine,5,0,2009,Jordan
Kyrgyzstan,Uzbekistan,0,2,2009,Uzbekistan
Maldives,Kyrgyzstan,0,2,2009,Kyrgyzstan
Uzbekistan,Jordan,2,2,2009,draw
Thailand,Uzbekistan,6,1,2009,Thailand
Vietnam,Kyrgyzstan,10,1,2009,Vietnam
Iran,Uzbekistan,1,4,2009,Uzbekistan
Hong Kong,Kyrgyzstan,2,0,2009,Hong Kong
Thailand,Iran,8,1,2009,Thailand
Vietnam,Hong Kong,7,0,2009,Vietnam
Taiwan,Jordan,0,1,2009,Jordan
Myanmar,Jordan,3,0,2009,Myanmar
Taiwan,Myanmar,2,5,2009,Myanmar
Ukraine,Netherlands,0,2,2009,Netherlands
Finland,Denmark,1,0,2009,Finland
Germany,Norway,4,0,2009,Germany
Iceland,France,1,3,2009,France
Italy,England,2,1,2009,Italy
Sweden,Russia,3,0,2009,Sweden
Ukraine,Denmark,1,2,2009,Denmark
Finland,Netherlands,2,1,2009,Finland
France,Germany,1,5,2009,Germany
Iceland,Norway,0,1,2009,Norway
Italy,Sweden,0,2,2009,Sweden
England,Russia,3,2,2009,England
Finland,Ukraine,0,1,2009,Ukraine
Denmark,Netherlands,1,2,2009,Netherlands
Germany,Iceland,1,0,2009,Germany
Norway,France,1,1,2009,draw
Russia,Italy,0,2,2009,Italy
Sweden,England,1,1,2009,draw
Finland,England,2,3,2009,England
Netherlands,France,0,0,2009,draw
Germany,Italy,2,1,2009,Germany
Sweden,Norway,1,3,2009,Norway
England,Netherlands,2,1,2009,England
Germany,Norway,3,1,2009,Germany
England,Germany,2,6,2009,Germany
China PR,Finland,1,1,2010,draw
Germany,Denmark,4,0,2010,Germany
United States,Iceland,2,0,2010,United States
Norway,Sweden,2,2,2010,draw
Portugal,Faroe Islands,5,0,2010,Portugal
Romania,Austria,2,0,2010,Romania
Denmark,China PR,0,2,2010,China PR
Germany,Finland,7,0,2010,Germany
Norway,United States,1,2,2010,United States
Iceland,Sweden,1,5,2010,Sweden
Portugal,Romania,0,0,2010,draw
Austria,Faroe Islands,3,0,2010,Austria
China PR,Germany,0,5,2010,Germany
Denmark,Finland,2,1,2010,Denmark
United States,Sweden,2,0,2010,United States
Iceland,Norway,2,3,2010,Norway
Faroe Islands,Romania,1,5,2010,Romania
Portugal,Austria,2,1,2010,Portugal
Austria,Faroe Islands,6,0,2010,Austria
Portugal,Iceland,0,3,2010,Iceland
Finland,Romania,0,1,2010,Romania
Denmark,Norway,2,1,2010,Denmark
China PR,Sweden,0,2,2010,Sweden
Germany,United States,2,3,2010,United States
Suriname,Saint Vincent and the Grenadines,1,0,2010,Suriname
Guyana,Suriname,2,0,2010,Guyana
Senegal,Morocco,0,0,2010,draw
Ethiopia,Tanzania,1,3,2010,Tanzania
Namibia,Angola,2,1,2010,Namibia
Botswana,DR Congo,0,2,2010,DR Congo
Gabon,Ivory Coast,1,2,2010,Ivory Coast
Guinea,Sierra Leone,3,2,2010,Guinea
Guyana,Saint Vincent and the Grenadines,1,0,2010,Guyana
Antigua and Barbuda,Saint Lucia,1,2,2010,Saint Lucia
U.S. Virgin Islands,Saint Lucia,0,7,2010,Saint Lucia
Antigua and Barbuda,U.S. Virgin Islands,3,1,2010,Antigua and Barbuda
Saint Kitts and Nevis,Dominica,2,0,2010,Saint Kitts and Nevis
DR Congo,Botswana,5,2,2010,DR Congo
Ivory Coast,Gabon,3,1,2010,Ivory Coast
Puerto Rico,Saint Kitts and Nevis,7,0,2010,Puerto Rico
Angola,Namibia,1,1,2010,draw
Puerto Rico,Dominica,6,0,2010,Puerto Rico
Dominican Republic,Turks and Caicos Islands,3,1,2010,Dominican Republic
Turks and Caicos Islands,Haiti,0,5,2010,Haiti
Barbados,Anguilla,3,0,2010,Barbados
Dominican Republic,Haiti,1,2,2010,Haiti
Anguilla,Grenada,2,0,2010,Anguilla
Barbados,Grenada,4,0,2010,Barbados
El Salvador,Belize,9,0,2010,El Salvador
Guatemala,El Salvador,2,1,2010,Guatemala
Guatemala,Belize,5,1,2010,Guatemala
Nicaragua,Honduras,2,1,2010,Nicaragua
Honduras,Costa Rica,0,2,2010,Costa Rica
Nicaragua,Costa Rica,0,2,2010,Costa Rica
Guyana,Barbados,3,0,2010,Guyana
Trinidad and Tobago,Saint Lucia,6,1,2010,Trinidad and Tobago
Cuba,Puerto Rico,4,3,2010,Cuba
Antigua and Barbuda,Haiti,1,4,2010,Haiti
Saint Lucia,Guyana,0,8,2010,Guyana
Trinidad and Tobago,Barbados,5,0,2010,Trinidad and Tobago
Haiti,Cuba,3,0,2010,Haiti
Puerto Rico,Antigua and Barbuda,8,0,2010,Puerto Rico
Barbados,Saint Lucia,4,3,2010,Barbados
Trinidad and Tobago,Guyana,3,0,2010,Trinidad and Tobago
Haiti,Puerto Rico,2,0,2010,Haiti
Cuba,Antigua and Barbuda,6,1,2010,Cuba
Australia,Vietnam,2,0,2010,Australia
China PR,South Korea,0,0,2010,draw
North Korea,Thailand,3,0,2010,North Korea
Japan,Myanmar,8,0,2010,Japan
DR Congo,Cameroon,0,2,2010,Cameroon
South Korea,Australia,1,3,2010,Australia
China PR,Vietnam,5,0,2010,China PR
Algeria,Tunisia,1,1,2010,draw
Senegal,Ghana,0,1,2010,Ghana
Thailand,Japan,0,4,2010,Japan
Myanmar,North Korea,0,2,2010,North Korea
Namibia,Equatorial Guinea,1,5,2010,Equatorial Guinea
Ivory Coast,Nigeria,1,2,2010,Nigeria
Guinea,Mali,0,2,2010,Mali
Tanzania,Eritrea,8,1,2010,Tanzania
China PR,Australia,1,0,2010,China PR
Vietnam,South Korea,0,5,2010,South Korea
North Korea,Japan,1,2,2010,Japan
Myanmar,Thailand,0,2,2010,Thailand
Japan,Australia,0,1,2010,Australia
China PR,North Korea,0,1,2010,North Korea
China PR,Japan,0,2,2010,Japan
Australia,North Korea,1,1,2010,draw
Tunisia,Algeria,0,1,2010,Algeria
Cameroon,DR Congo,3,0,2010,Cameroon
Nigeria,Ivory Coast,3,1,2010,Nigeria
Mali,Guinea,1,2,2010,Guinea
Eritrea,Tanzania,3,3,2010,draw
Ghana,Senegal,3,0,2010,Ghana
Cuba,Guyana,1,0,2010,Cuba
Guyana,Cuba,3,1,2010,Guyana
New Zealand,Vanuatu,14,0,2010,New Zealand
Cook Islands,Tahiti,1,0,2010,Cook Islands
Papua New Guinea,Fiji,3,0,2010,Papua New Guinea
Solomon Islands,Tonga,4,0,2010,Solomon Islands
Tahiti,Vanuatu,5,1,2010,Tahiti
New Zealand,Cook Islands,10,0,2010,New Zealand
Tonga,Fiji,2,1,2010,Tonga
Solomon Islands,Papua New Guinea,1,2,2010,Papua New Guinea
New Zealand,Tahiti,7,0,2010,New Zealand
Vanuatu,Cook Islands,0,2,2010,Cook Islands
Tonga,Papua New Guinea,0,3,2010,Papua New Guinea
Fiji,Solomon Islands,0,0,2010,draw
New Zealand,Solomon Islands,8,0,2010,New Zealand
Papua New Guinea,Cook Islands,1,0,2010,Papua New Guinea
Solomon Islands,Cook Islands,0,2,2010,Cook Islands
New Zealand,Papua New Guinea,11,0,2010,New Zealand
Costa Rica,Guatemala,1,0,2010,Costa Rica
United States,Haiti,5,0,2010,United States
Trinidad and Tobago,Canada,0,1,2010,Canada
Mexico,Guyana,7,2,2010,Mexico
Haiti,Costa Rica,0,3,2010,Costa Rica
United States,Guatemala,9,0,2010,United States
South Africa,Tanzania,2,1,2010,South Africa
Canada,Guyana,8,0,2010,Canada
Mexico,Trinidad and Tobago,2,0,2010,Mexico
Guatemala,Haiti,0,1,2010,Haiti
United States,Costa Rica,4,0,2010,United States
Nigeria,Mali,5,0,2010,Nigeria
Guyana,Trinidad and Tobago,1,4,2010,Trinidad and Tobago
Mexico,Canada,0,3,2010,Canada
Equatorial Guinea,Cameroon,2,2,2010,draw
Algeria,Ghana,1,2,2010,Ghana
Morocco,Senegal,0,1,2010,Senegal
Sierra Leone,Guinea,1,1,2010,draw
Tanzania,Ethiopia,1,1,2010,draw
Argentina,Bolivia,3,0,2010,Argentina
Ecuador,Chile,1,2,2010,Chile
South Africa,Nigeria,1,2,2010,Nigeria
Mali,Tanzania,3,2,2010,Mali
Paraguay,Colombia,0,3,2010,Colombia
Brazil,Venezuela,4,0,2010,Brazil
Canada,Costa Rica,4,0,2010,Canada
Mexico,United States,2,1,2010,Mexico
Equatorial Guinea,Algeria,1,0,2010,Equatorial Guinea
Ghana,Cameroon,1,2,2010,Cameroon
Chile,Argentina,1,2,2010,Argentina
Ecuador,Peru,2,1,2010,Ecuador
Venezuela,Paraguay,0,4,2010,Paraguay
Uruguay,Brazil,0,4,2010,Brazil
South Africa,Mali,4,0,2010,South Africa
Tanzania,Nigeria,0,3,2010,Nigeria
Chile,Bolivia,3,0,2010,Chile
Argentina,Peru,2,0,2010,Argentina
Costa Rica,United States,0,3,2010,United States
Mexico,Canada,0,1,2010,Canada
Ghana,Equatorial Guinea,1,3,2010,Equatorial Guinea
Cameroon,Algeria,2,1,2010,Cameroon
Colombia,Venezuela,5,0,2010,Colombia
Paraguay,Uruguay,4,0,2010,Paraguay
Peru,Chile,1,3,2010,Chile
Ecuador,Bolivia,4,3,2010,Ecuador
Venezuela,Uruguay,5,2,2010,Venezuela
Colombia,Brazil,1,2,2010,Brazil
Nigeria,Cameroon,5,1,2010,Nigeria
South Africa,Equatorial Guinea,1,3,2010,Equatorial Guinea
Bolivia,Peru,2,1,2010,Bolivia
Ecuador,Argentina,1,0,2010,Ecuador
Uruguay,Colombia,0,8,2010,Colombia
Brazil,Paraguay,3,0,2010,Brazil
South Africa,Cameroon,2,0,2010,South Africa
Nigeria,Equatorial Guinea,4,2,2010,Nigeria
Chile,Colombia,1,1,2010,draw
Brazil,Argentina,4,0,2010,Brazil
Chile,Argentina,0,0,2010,draw
Brazil,Colombia,5,0,2010,Brazil
Colombia,Argentina,1,0,2010,Colombia
Chile,Brazil,1,3,2010,Brazil
Sweden,United States,2,1,2011,Sweden
China PR,Canada,2,3,2011,Canada
China PR,Sweden,2,1,2011,China PR
United States,Canada,2,1,2011,United States
Canada,Sweden,1,0,2011,Canada
China PR,United States,0,2,2011,United States
Norway,Finland,2,1,2011,Norway
United States,Japan,2,1,2011,United States
Sweden,Iceland,1,2,2011,Iceland
China PR,Denmark,0,1,2011,Denmark
Portugal,Wales,3,1,2011,Portugal
